Index,Action number, actual_action dim1, actual_action dim2, cores in use dim1, cores in use dim2, number of jobs allocated, jobs in the system 
56436,4,0;2,0,6,4,2,76
56437,4,0;2,0,6,4,2,77
56438,4,0;2,0,6,4,2,78
56439,4,0;2,0,6,4,2,79
56440,4,0;2,0,6,4,2,80
56441,4,0;2,0,6,4,2,81
56442,4,0;2,0,6,4,2,82
56443,4,0;2,0,6,4,2,83
56444,4,0;2,0,6,4,2,84
56445,4,0;2,0,6,4,2,85
56446,4,0;2,0,6,4,2,86
56447,4,0;2,0,6,4,2,87
56448,4,0;2,0,6,4,2,88
56449,4,0;2,0,6,4,2,89
56450,4,0;2,0,6,4,2,90
56451,4,0;2,0,6,4,2,91
56452,4,0;2,0,6,4,2,92
56453,4,0;2,0,6,4,2,93
56454,4,0;2,0,6,4,2,94
56455,4,0;2,0,6,4,2,95
56456,4,0;2,0,6,4,2,96
56457,4,0;2,0,6,4,2,97
56458,4,0;2,0,6,4,2,98
56459,1,0,0,6,4,0,0
56460,2,0;1,0,6,4,1,0
56461,4,0;2,0,6,4,2,0
56462,4,0;2,0,6,4,2,1
56463,4,0;2,0,6,4,2,2
56464,2,0;1,0,6,4,1,4
56465,2,0;1,0,6,4,1,5
56466,2,0;1,0,6,4,1,6
56467,2,0;1,0,6,4,1,7
56468,2,0;1,0,6,4,1,8
56469,2,0;1,0,6,4,1,9
56470,2,0;1,0,6,4,1,10
56471,2,0;1,0,6,4,1,11
56472,2,0;1,0,6,4,1,12
56473,2,0;1,0,6,4,1,13
56474,2,0;1,0,6,4,1,14
56475,2,0;1,0,6,4,1,15
56476,2,0;1,0,6,4,1,16
56477,2,0;1,0,6,4,1,17
56478,2,0;1,0,6,4,1,18
56479,2,0;1,0,6,4,1,19
56480,2,0;1,0,6,4,1,20
56481,2,0;1,0,6,4,1,21
56482,2,0;1,0,6,4,1,22
56483,2,0;1,0,6,4,1,23
56484,2,0;1,0,6,4,1,24
56485,2,0;1,0,6,4,1,25
56486,2,0;1,0,6,4,1,26
56487,2,0;1,0,6,4,1,27
56488,2,0;1,0,6,4,1,28
56489,2,0;1,0,6,4,1,29
56490,2,0;1,0,6,4,1,30
56491,2,0;1,0,6,4,1,31
56492,2,0;1,0,6,4,1,32
56493,2,0;1,0,6,4,1,33
56494,2,0;1,0,6,4,1,34
56495,2,0;1,0,6,4,1,35
56496,2,0;1,0,6,4,1,36
56497,2,0;1,0,6,4,1,37
56498,2,0;1,0,6,4,1,38
56499,2,0;1,0,6,4,1,39
56500,2,0;1,0,6,4,1,40
56501,2,0;1,0,6,4,1,41
56502,2,0;1,0,6,4,1,42
56503,2,0;1,0,6,4,1,43
56504,2,0;1,0,6,4,1,44
56505,2,0;1,0,6,4,1,45
56506,2,0;1,0,6,4,1,46
56507,2,0;1,0,6,4,1,47
56508,2,0;1,0,6,4,1,48
56509,2,0;1,0,6,4,1,49
56510,2,0;1,0,6,4,1,50
56511,2,0;1,0,6,4,1,51
56512,2,0;1,0,6,4,1,52
56513,2,0;1,0,6,4,1,53
56514,2,0;1,0,6,4,1,54
56515,2,0;1,0,6,4,1,55
56516,2,0;1,0,6,4,1,56
56517,2,0;1,0,6,4,1,57
56518,2,0;1,0,6,4,1,58
56519,2,0;1,0,6,4,1,59
56520,2,0;1,0,6,4,1,60
56521,2,0;1,0,6,4,1,61
56522,2,0;1,0,6,4,1,62
56523,2,0;1,0,6,4,1,63
56524,2,0;1,0,6,4,1,64
56525,2,0;1,0,6,4,1,65
56526,2,0;1,0,6,4,1,66
56527,2,0;1,0,6,4,1,67
56528,2,0;1,0,6,4,1,68
56529,2,0;1,0,6,4,1,69
56530,2,0;1,0,6,4,1,70
56531,2,0;1,0,6,4,1,71
56532,2,0;1,0,6,4,1,72
56533,2,0;1,0,6,4,1,73
56534,2,0;1,0,6,4,1,74
56535,2,0;1,0,6,4,1,75
56536,2,0;1,0,6,4,1,76
56537,2,0;1,0,6,4,1,77
56538,2,0;1,0,6,4,1,78
56539,2,0;1,0,6,4,1,79
56540,2,0;1,0,6,4,1,80
56541,2,0;1,0,6,4,1,81
56542,2,0;1,0,6,4,1,82
56543,2,0;1,0,6,4,1,83
56544,2,0;1,0,6,4,1,84
56545,2,0;1,0,6,4,1,85
56546,2,0;1,0,6,4,1,86
56547,2,0;1,0,6,4,1,87
56548,2,0;1,0,6,4,1,88
56549,2,0;1,0,6,4,1,89
56550,2,0;1,0,6,4,1,90
56551,2,0;1,0,6,4,1,91
56552,2,0;1,0,6,4,1,92
56553,2,0;1,0,6,4,1,93
56554,2,0;1,0,6,4,1,94
56555,2,0;1,0,6,4,1,95
56556,2,0;1,0,6,4,1,96
56557,2,0;1,0,6,4,1,97
56558,1,0,0,6,4,0,99
56559,1,0,0,6,4,0,100
56560,1,0,0,6,4,0,0
56561,2,0;1,0,6,4,1,0
56562,4,0;2,0,6,4,2,0
56563,4,0;2,0,6,4,2,1
56564,4,0;2,0,6,4,2,2
56565,4,0;2,0,6,4,2,3
56566,4,0;2,0,6,4,2,4
56567,4,0;2,0,6,4,2,5
56568,4,0;2,0,6,4,2,6
56569,4,0;2,0,6,4,2,7
56570,1,0,0,6,4,0,10
56571,1,0,0,6,4,0,11
56572,1,0,0,6,4,0,12
56573,1,0,0,6,4,0,13
56574,1,0,0,6,4,0,14
56575,1,0,0,6,4,0,15
56576,1,0,0,6,4,0,16
56577,1,0,0,6,4,0,17
56578,1,0,0,6,4,0,18
56579,1,0,0,6,4,0,19
56580,1,0,0,6,4,0,20
56581,1,0,0,6,4,0,21
56582,1,0,0,6,4,0,22
56583,1,0,0,6,4,0,23
56584,1,0,0,6,4,0,24
56585,1,0,0,6,4,0,25
56586,1,0,0,6,4,0,26
56587,1,0,0,6,4,0,27
56588,1,0,0,6,4,0,28
56589,1,0,0,6,4,0,29
56590,1,0,0,6,4,0,30
56591,1,0,0,6,4,0,31
56592,1,0,0,6,4,0,32
56593,1,0,0,6,4,0,33
56594,1,0,0,6,4,0,34
56595,1,0,0,6,4,0,35
56596,1,0,0,6,4,0,36
56597,1,0,0,6,4,0,37
56598,1,0,0,6,4,0,38
56599,1,0,0,6,4,0,39
56600,1,0,0,6,4,0,40
56601,1,0,0,6,4,0,41
56602,1,0,0,6,4,0,42
56603,1,0,0,6,4,0,43
56604,1,0,0,6,4,0,44
56605,1,0,0,6,4,0,45
56606,1,0,0,6,4,0,46
56607,1,0,0,6,4,0,47
56608,1,0,0,6,4,0,48
56609,1,0,0,6,4,0,49
56610,1,0,0,6,4,0,50
56611,1,0,0,6,4,0,51
56612,1,0,0,6,4,0,52
56613,1,0,0,6,4,0,53
56614,1,0,0,6,4,0,54
56615,1,0,0,6,4,0,55
56616,1,0,0,6,4,0,56
56617,1,0,0,6,4,0,57
56618,1,0,0,6,4,0,58
56619,1,0,0,6,4,0,59
56620,1,0,0,6,4,0,60
56621,1,0,0,6,4,0,61
56622,1,0,0,6,4,0,62
56623,1,0,0,6,4,0,63
56624,1,0,0,6,4,0,64
56625,1,0,0,6,4,0,65
56626,1,0,0,6,4,0,66
56627,1,0,0,6,4,0,67
56628,1,0,0,6,4,0,68
56629,1,0,0,6,4,0,69
56630,1,0,0,6,4,0,70
56631,1,0,0,6,4,0,71
56632,1,0,0,6,4,0,72
56633,1,0,0,6,4,0,73
56634,1,0,0,6,4,0,74
56635,1,0,0,6,4,0,75
56636,1,0,0,6,4,0,76
56637,1,0,0,6,4,0,77
56638,1,0,0,6,4,0,78
56639,1,0,0,6,4,0,79
56640,1,0,0,6,4,0,80
56641,1,0,0,6,4,0,81
56642,1,0,0,6,4,0,82
56643,1,0,0,6,4,0,83
56644,1,0,0,6,4,0,84
56645,1,0,0,6,4,0,85
56646,1,0,0,6,4,0,86
56647,1,0,0,6,4,0,87
56648,1,0,0,6,4,0,88
56649,1,0,0,6,4,0,89
56650,1,0,0,6,4,0,90
56651,1,0,0,6,4,0,91
56652,1,0,0,6,4,0,92
56653,1,0,0,6,4,0,93
56654,1,0,0,6,4,0,94
56655,1,0,0,6,4,0,95
56656,1,0,0,6,4,0,96
56657,1,0,0,6,4,0,97
56658,1,0,0,6,4,0,98
56659,1,0,0,6,4,0,99
56660,1,0,0,6,4,0,100
56661,1,0,0,6,4,0,0
56662,2,0;1,0,6,4,1,0
56663,4,0;2,0,6,4,2,0
56664,4,0;2,0,6,4,2,1
56665,4,0;2,0,6,4,2,2
56666,4,0;2,0,6,4,2,3
56667,4,0;2,0,6,4,2,4
56668,4,0;2,0,6,4,2,5
56669,4,0;2,0,6,4,2,6
56670,4,0;2,0,6,4,2,7
56671,2,0;1,0,6,4,1,9
56672,2,0;1,0,6,4,1,10
56673,2,0;1,0,6,4,1,11
56674,2,0;1,0,6,4,1,12
56675,2,0;1,0,6,4,1,13
56676,2,0;1,0,6,4,1,14
56677,2,0;1,0,6,4,1,15
56678,2,0;1,0,6,4,1,16
56679,2,0;1,0,6,4,1,17
56680,2,0;1,0,6,4,1,18
56681,2,0;1,0,6,4,1,19
56682,2,0;1,0,6,4,1,20
56683,2,0;1,0,6,4,1,21
56684,2,0;1,0,6,4,1,22
56685,2,0;1,0,6,4,1,23
56686,2,0;1,0,6,4,1,24
56687,2,0;1,0,6,4,1,25
56688,2,0;1,0,6,4,1,26
56689,2,0;1,0,6,4,1,27
56690,2,0;1,0,6,4,1,28
56691,2,0;1,0,6,4,1,29
56692,2,0;1,0,6,4,1,30
56693,2,0;1,0,6,4,1,31
56694,2,0;1,0,6,4,1,32
56695,2,0;1,0,6,4,1,33
56696,2,0;1,0,6,4,1,34
56697,2,0;1,0,6,4,1,35
56698,2,0;1,0,6,4,1,36
56699,2,0;1,0,6,4,1,37
56700,2,0;1,0,6,4,1,38
56701,2,0;1,0,6,4,1,39
56702,2,0;1,0,6,4,1,40
56703,2,0;1,0,6,4,1,41
56704,2,0;1,0,6,4,1,42
56705,2,0;1,0,6,4,1,43
56706,2,0;1,0,6,4,1,44
56707,2,0;1,0,6,4,1,45
56708,2,0;1,0,6,4,1,46
56709,2,0;1,0,6,4,1,47
56710,2,0;1,0,6,4,1,48
56711,2,0;1,0,6,4,1,49
56712,2,0;1,0,6,4,1,50
56713,2,0;1,0,6,4,1,51
56714,2,0;1,0,6,4,1,52
56715,2,0;1,0,6,4,1,53
56716,2,0;1,0,6,4,1,54
56717,2,0;1,0,6,4,1,55
56718,2,0;1,0,6,4,1,56
56719,2,0;1,0,6,4,1,57
56720,2,0;1,0,6,4,1,58
56721,2,0;1,0,6,4,1,59
56722,2,0;1,0,6,4,1,60
56723,2,0;1,0,6,4,1,61
56724,2,0;1,0,6,4,1,62
56725,2,0;1,0,6,4,1,63
56726,2,0;1,0,6,4,1,64
56727,2,0;1,0,6,4,1,65
56728,2,0;1,0,6,4,1,66
56729,2,0;1,0,6,4,1,67
56730,2,0;1,0,6,4,1,68
56731,2,0;1,0,6,4,1,69
56732,2,0;1,0,6,4,1,70
56733,2,0;1,0,6,4,1,71
56734,2,0;1,0,6,4,1,72
56735,2,0;1,0,6,4,1,73
56736,2,0;1,0,6,4,1,74
56737,2,0;1,0,6,4,1,75
56738,2,0;1,0,6,4,1,76
56739,2,0;1,0,6,4,1,77
56740,2,0;1,0,6,4,1,78
56741,2,0;1,0,6,4,1,79
56742,2,0;1,0,6,4,1,80
56743,2,0;1,0,6,4,1,81
56744,2,0;1,0,6,4,1,82
56745,2,0;1,0,6,4,1,83
56746,2,0;1,0,6,4,1,84
56747,2,0;1,0,6,4,1,85
56748,2,0;1,0,6,4,1,86
56749,2,0;1,0,6,4,1,87
56750,2,0;1,0,6,4,1,88
56751,2,0;1,0,6,4,1,89
56752,2,0;1,0,6,4,1,90
56753,2,0;1,0,6,4,1,91
56754,2,0;1,0,6,4,1,92
56755,2,0;1,0,6,4,1,93
56756,2,0;1,0,6,4,1,94
56757,2,0;1,0,6,4,1,95
56758,1,0,0,6,4,0,97
56759,1,0,0,6,4,0,98
56760,1,0,0,6,4,0,99
56761,1,0,0,6,4,0,100
56762,1,0,0,6,4,0,0
56763,1,0,0,6,4,0,1
56764,1,0,0,6,4,0,2
56765,1,0,0,6,4,0,3
56766,1,0,0,6,4,0,4
56767,1,0,0,6,4,0,5
56768,1,0,0,6,4,0,6
56769,1,0,0,6,4,0,7
56770,1,0,0,6,4,0,8
56771,1,0,0,6,4,0,9
56772,1,0,0,6,4,0,10
56773,1,0,0,6,4,0,11
56774,1,0,0,6,4,0,12
56775,1,0,0,6,4,0,13
56776,1,0,0,6,4,0,14
56777,1,0,0,6,4,0,15
56778,1,0,0,6,4,0,16
56779,1,0,0,6,4,0,17
56780,1,0,0,6,4,0,18
56781,1,0,0,6,4,0,19
56782,1,0,0,6,4,0,20
56783,1,0,0,6,4,0,21
56784,1,0,0,6,4,0,22
56785,1,0,0,6,4,0,23
56786,1,0,0,6,4,0,24
56787,1,0,0,6,4,0,25
56788,1,0,0,6,4,0,26
56789,1,0,0,6,4,0,27
56790,1,0,0,6,4,0,28
56791,1,0,0,6,4,0,29
56792,1,0,0,6,4,0,30
56793,1,0,0,6,4,0,31
56794,1,0,0,6,4,0,32
56795,1,0,0,6,4,0,33
56796,1,0,0,6,4,0,34
56797,1,0,0,6,4,0,35
56798,1,0,0,6,4,0,36
56799,1,0,0,6,4,0,37
56800,1,0,0,6,4,0,38
56801,1,0,0,6,4,0,39
56802,1,0,0,6,4,0,40
56803,1,0,0,6,4,0,41
56804,1,0,0,6,4,0,42
56805,1,0,0,6,4,0,43
56806,1,0,0,6,4,0,44
56807,1,0,0,6,4,0,45
56808,1,0,0,6,4,0,46
56809,1,0,0,6,4,0,47
56810,1,0,0,6,4,0,48
56811,1,0,0,6,4,0,49
56812,1,0,0,6,4,0,50
56813,1,0,0,6,4,0,51
56814,1,0,0,6,4,0,52
56815,1,0,0,6,4,0,53
56816,1,0,0,6,4,0,54
56817,1,0,0,6,4,0,55
56818,1,0,0,6,4,0,56
56819,1,0,0,6,4,0,57
56820,1,0,0,6,4,0,58
56821,1,0,0,6,4,0,59
56822,1,0,0,6,4,0,60
56823,1,0,0,6,4,0,61
56824,1,0,0,6,4,0,62
56825,1,0,0,6,4,0,63
56826,1,0,0,6,4,0,64
56827,1,0,0,6,4,0,65
56828,1,0,0,6,4,0,66
56829,1,0,0,6,4,0,67
56830,1,0,0,6,4,0,68
56831,1,0,0,6,4,0,69
56832,1,0,0,6,4,0,70
56833,1,0,0,6,4,0,71
56834,1,0,0,6,4,0,72
56835,1,0,0,6,4,0,73
56836,1,0,0,6,4,0,74
56837,1,0,0,6,4,0,75
56838,1,0,0,6,4,0,76
56839,1,0,0,6,4,0,77
56840,1,0,0,6,4,0,78
56841,1,0,0,6,4,0,79
56842,1,0,0,6,4,0,80
56843,1,0,0,6,4,0,81
56844,1,0,0,6,4,0,82
56845,1,0,0,6,4,0,83
56846,1,0,0,6,4,0,84
56847,1,0,0,6,4,0,85
56848,1,0,0,6,4,0,86
56849,1,0,0,6,4,0,87
56850,1,0,0,6,4,0,88
56851,1,0,0,6,4,0,89
56852,1,0,0,6,4,0,90
56853,1,0,0,6,4,0,91
56854,1,0,0,6,4,0,92
56855,1,0,0,6,4,0,93
56856,1,0,0,6,4,0,94
56857,1,0,0,6,4,0,95
56858,1,0,0,6,4,0,96
56859,1,0,0,6,4,0,97
56860,1,0,0,6,4,0,98
56861,1,0,0,6,4,0,99
56862,1,0,0,6,4,0,100
56863,1,0,0,6,4,0,0
56864,1,0,0,6,4,0,1
56865,1,0,0,6,4,0,2
56866,1,0,0,6,4,0,3
56867,1,0,0,6,4,0,4
56868,1,0,0,6,4,0,5
56869,1,0,0,6,4,0,6
56870,1,0,0,6,4,0,7
56871,1,0,0,6,4,0,8
56872,1,0,0,6,4,0,9
56873,1,0,0,6,4,0,10
56874,1,0,0,6,4,0,11
56875,1,0,0,6,4,0,12
56876,1,0,0,6,4,0,13
56877,1,0,0,6,4,0,14
56878,1,0,0,6,4,0,15
56879,1,0,0,6,4,0,16
56880,1,0,0,6,4,0,17
56881,1,0,0,6,4,0,18
56882,1,0,0,6,4,0,19
56883,1,0,0,6,4,0,20
56884,1,0,0,6,4,0,21
56885,1,0,0,6,4,0,22
56886,1,0,0,6,4,0,23
56887,1,0,0,6,4,0,24
56888,1,0,0,6,4,0,25
56889,1,0,0,6,4,0,26
56890,1,0,0,6,4,0,27
56891,1,0,0,6,4,0,28
56892,1,0,0,6,4,0,29
56893,1,0,0,6,4,0,30
56894,1,0,0,6,4,0,31
56895,1,0,0,6,4,0,32
56896,1,0,0,6,4,0,33
56897,1,0,0,6,4,0,34
56898,1,0,0,6,4,0,35
56899,1,0,0,6,4,0,36
56900,1,0,0,6,4,0,37
56901,1,0,0,6,4,0,38
56902,1,0,0,6,4,0,39
56903,1,0,0,6,4,0,40
56904,1,0,0,6,4,0,41
56905,1,0,0,6,4,0,42
56906,1,0,0,6,4,0,43
56907,1,0,0,6,4,0,44
56908,1,0,0,6,4,0,45
56909,1,0,0,6,4,0,46
56910,1,0,0,6,4,0,47
56911,1,0,0,6,4,0,48
56912,1,0,0,6,4,0,49
56913,1,0,0,6,4,0,50
56914,1,0,0,6,4,0,51
56915,1,0,0,6,4,0,52
56916,1,0,0,6,4,0,53
56917,1,0,0,6,4,0,54
56918,1,0,0,6,4,0,55
56919,1,0,0,6,4,0,56
56920,1,0,0,6,4,0,57
56921,1,0,0,6,4,0,58
56922,1,0,0,6,4,0,59
56923,1,0,0,6,4,0,60
56924,1,0,0,6,4,0,61
56925,1,0,0,6,4,0,62
56926,1,0,0,6,4,0,63
56927,1,0,0,6,4,0,64
56928,1,0,0,6,4,0,65
56929,1,0,0,6,4,0,66
56930,1,0,0,6,4,0,67
56931,1,0,0,6,4,0,68
56932,1,0,0,6,4,0,69
56933,1,0,0,6,4,0,70
56934,1,0,0,6,4,0,71
56935,1,0,0,6,4,0,72
56936,1,0,0,6,4,0,73
56937,1,0,0,6,4,0,74
56938,1,0,0,6,4,0,75
56939,1,0,0,6,4,0,76
56940,1,0,0,6,4,0,77
56941,1,0,0,6,4,0,78
56942,1,0,0,6,4,0,79
56943,1,0,0,6,4,0,80
56944,1,0,0,6,4,0,81
56945,1,0,0,6,4,0,82
56946,1,0,0,6,4,0,83
56947,1,0,0,6,4,0,84
56948,1,0,0,6,4,0,85
56949,1,0,0,6,4,0,86
56950,1,0,0,6,4,0,87
56951,1,0,0,6,4,0,88
56952,1,0,0,6,4,0,89
56953,1,0,0,6,4,0,90
56954,1,0,0,6,4,0,91
56955,1,0,0,6,4,0,92
56956,1,0,0,6,4,0,93
56957,1,0,0,6,4,0,94
56958,1,0,0,6,4,0,95
56959,1,0,0,6,4,0,96
56960,1,0,0,6,4,0,97
56961,1,0,0,6,4,0,98
56962,1,0,0,6,4,0,99
56963,1,0,0,6,4,0,100
56964,1,0,0,6,4,0,0
56965,1,0,0,6,4,0,1
56966,1,0,0,6,4,0,2
56967,1,0,0,6,4,0,3
56968,1,0,0,6,4,0,4
56969,1,0,0,6,4,0,5
56970,1,0,0,6,4,0,6
56971,1,0,0,6,4,0,7
56972,1,0,0,6,4,0,8
56973,1,0,0,6,4,0,9
56974,1,0,0,6,4,0,10
56975,1,0,0,6,4,0,11
56976,1,0,0,6,4,0,12
56977,1,0,0,6,4,0,13
56978,1,0,0,6,4,0,14
56979,1,0,0,6,4,0,15
56980,1,0,0,6,4,0,16
56981,1,0,0,6,4,0,17
56982,1,0,0,6,4,0,18
56983,1,0,0,6,4,0,19
56984,1,0,0,6,4,0,20
56985,1,0,0,6,4,0,21
56986,1,0,0,6,4,0,22
56987,1,0,0,6,4,0,23
56988,1,0,0,6,4,0,24
56989,1,0,0,6,4,0,25
56990,1,0,0,6,4,0,26
56991,1,0,0,6,4,0,27
56992,1,0,0,6,4,0,28
56993,1,0,0,6,4,0,29
56994,1,0,0,6,4,0,30
56995,1,0,0,6,4,0,31
56996,1,0,0,6,4,0,32
56997,1,0,0,6,4,0,33
56998,1,0,0,6,4,0,34
56999,1,0,0,6,4,0,35
57000,1,0,0,6,4,0,36
57001,1,0,0,6,4,0,37
57002,1,0,0,6,4,0,38
57003,1,0,0,6,4,0,39
57004,1,0,0,6,4,0,40
57005,1,0,0,6,4,0,41
57006,1,0,0,6,4,0,42
57007,1,0,0,6,4,0,43
57008,1,0,0,6,4,0,44
57009,1,0,0,6,4,0,45
57010,1,0,0,6,4,0,46
57011,1,0,0,6,4,0,47
57012,1,0,0,6,4,0,48
57013,1,0,0,6,4,0,49
57014,1,0,0,6,4,0,50
57015,1,0,0,6,4,0,51
57016,1,0,0,6,4,0,52
57017,1,0,0,6,4,0,53
57018,1,0,0,6,4,0,54
57019,1,0,0,6,4,0,55
57020,1,0,0,6,4,0,56
57021,1,0,0,6,4,0,57
57022,1,0,0,6,4,0,58
57023,1,0,0,6,4,0,59
57024,1,0,0,6,4,0,60
57025,1,0,0,6,4,0,61
57026,1,0,0,6,4,0,62
57027,1,0,0,6,4,0,63
57028,1,0,0,6,4,0,64
57029,1,0,0,6,4,0,65
57030,1,0,0,6,4,0,66
57031,1,0,0,6,4,0,67
57032,1,0,0,6,4,0,68
57033,1,0,0,6,4,0,69
57034,1,0,0,6,4,0,70
57035,1,0,0,6,4,0,71
57036,1,0,0,6,4,0,72
57037,1,0,0,6,4,0,73
57038,1,0,0,6,4,0,74
57039,1,0,0,6,4,0,75
57040,1,0,0,6,4,0,76
57041,1,0,0,6,4,0,77
57042,1,0,0,6,4,0,78
57043,1,0,0,6,4,0,79
57044,1,0,0,6,4,0,80
57045,1,0,0,6,4,0,81
57046,1,0,0,6,4,0,82
57047,1,0,0,6,4,0,83
57048,1,0,0,6,4,0,84
57049,1,0,0,6,4,0,85
57050,1,0,0,6,4,0,86
57051,1,0,0,6,4,0,87
57052,1,0,0,6,4,0,88
57053,1,0,0,6,4,0,89
57054,1,0,0,6,4,0,90
57055,1,0,0,6,4,0,91
57056,1,0,0,6,4,0,92
57057,1,0,0,6,4,0,93
57058,1,0,0,6,4,0,94
57059,1,0,0,6,4,0,95
57060,1,0,0,6,4,0,96
57061,1,0,0,6,4,0,97
57062,1,0,0,6,4,0,98
57063,1,0,0,6,4,0,99
57064,1,0,0,6,4,0,100
57065,1,0,0,6,4,0,0
57066,1,0,0,6,4,0,1
57067,1,0,0,6,4,0,2
57068,1,0,0,6,4,0,3
57069,1,0,0,6,4,0,4
57070,1,0,0,6,4,0,5
57071,1,0,0,6,4,0,6
57072,1,0,0,6,4,0,7
57073,1,0,0,6,4,0,8
57074,1,0,0,6,4,0,9
57075,1,0,0,6,4,0,10
57076,1,0,0,6,4,0,11
57077,1,0,0,6,4,0,12
57078,1,0,0,6,4,0,13
57079,1,0,0,6,4,0,14
57080,1,0,0,6,4,0,15
57081,1,0,0,6,4,0,16
57082,1,0,0,6,4,0,17
57083,1,0,0,6,4,0,18
57084,1,0,0,6,4,0,19
57085,1,0,0,6,4,0,20
57086,1,0,0,6,4,0,21
57087,1,0,0,6,4,0,22
57088,1,0,0,6,4,0,23
57089,1,0,0,6,4,0,24
57090,1,0,0,6,4,0,25
57091,1,0,0,6,4,0,26
57092,1,0,0,6,4,0,27
57093,1,0,0,6,4,0,28
57094,1,0,0,6,4,0,29
57095,1,0,0,6,4,0,30
57096,1,0,0,6,4,0,31
57097,1,0,0,6,4,0,32
57098,1,0,0,6,4,0,33
57099,1,0,0,6,4,0,34
57100,1,0,0,6,4,0,35
57101,1,0,0,6,4,0,36
57102,1,0,0,6,4,0,37
57103,1,0,0,6,4,0,38
57104,1,0,0,6,4,0,39
57105,1,0,0,6,4,0,40
57106,1,0,0,6,4,0,41
57107,1,0,0,6,4,0,42
57108,1,0,0,6,4,0,43
57109,1,0,0,6,4,0,44
57110,1,0,0,6,4,0,45
57111,1,0,0,6,4,0,46
57112,1,0,0,6,4,0,47
57113,1,0,0,6,4,0,48
57114,1,0,0,6,4,0,49
57115,1,0,0,6,4,0,50
57116,1,0,0,6,4,0,51
57117,1,0,0,6,4,0,52
57118,1,0,0,6,4,0,53
57119,1,0,0,6,4,0,54
57120,1,0,0,6,4,0,55
57121,1,0,0,6,4,0,56
57122,1,0,0,6,4,0,57
57123,1,0,0,6,4,0,58
57124,1,0,0,6,4,0,59
57125,1,0,0,6,4,0,60
57126,1,0,0,6,4,0,61
57127,1,0,0,6,4,0,62
57128,1,0,0,6,4,0,63
57129,1,0,0,6,4,0,64
57130,1,0,0,6,4,0,65
57131,1,0,0,6,4,0,66
57132,1,0,0,6,4,0,67
57133,1,0,0,6,4,0,68
57134,1,0,0,6,4,0,69
57135,1,0,0,6,4,0,70
57136,1,0,0,6,4,0,71
57137,1,0,0,6,4,0,72
57138,1,0,0,6,4,0,73
57139,1,0,0,6,4,0,74
57140,1,0,0,6,4,0,75
57141,1,0,0,6,4,0,76
57142,1,0,0,6,4,0,77
57143,1,0,0,6,4,0,78
57144,1,0,0,6,4,0,79
57145,1,0,0,6,4,0,80
57146,1,0,0,6,4,0,81
57147,1,0,0,6,4,0,82
57148,1,0,0,6,4,0,83
57149,1,0,0,6,4,0,84
57150,1,0,0,6,4,0,85
57151,1,0,0,6,4,0,86
57152,1,0,0,6,4,0,87
57153,1,0,0,6,4,0,88
57154,1,0,0,6,4,0,89
57155,1,0,0,6,4,0,90
57156,1,0,0,6,4,0,91
57157,1,0,0,6,4,0,92
57158,1,0,0,6,4,0,93
57159,1,0,0,6,4,0,94
57160,1,0,0,6,4,0,95
57161,1,0,0,6,4,0,96
57162,1,0,0,6,4,0,97
57163,1,0,0,6,4,0,98
57164,1,0,0,6,4,0,99
57165,1,0,0,6,4,0,100
57166,1,0,0,7,4,0,0
57167,1,0,0,7,4,0,1
57168,1,0,0,7,4,0,2
57169,1,0,0,7,4,0,3
57170,1,0,0,7,4,0,4
57171,2,0;1,0,7,4,1,4
57172,2,0;1,0,7,4,1,5
57173,2,0;1,0,7,4,1,6
57174,2,0;1,0,7,4,1,7
57175,2,0;1,0,7,4,1,8
57176,2,0;1,0,7,4,1,9
57177,2,0;1,0,7,4,1,10
57178,2,0;1,0,7,4,1,11
57179,2,0;1,0,7,4,1,12
57180,2,0;1,0,7,4,1,13
57181,2,0;1,0,7,4,1,14
57182,2,0;1,0,7,4,1,15
57183,2,0;1,0,7,4,1,16
57184,2,0;1,0,7,4,1,17
57185,2,0;1,0,7,4,1,18
57186,2,0;1,0,7,4,1,19
57187,2,0;1,0,7,4,1,20
57188,2,0;1,0,7,4,1,21
57189,2,0;1,0,7,4,1,22
57190,2,0;1,0,7,4,1,23
57191,2,0;1,0,7,4,1,24
57192,2,0;1,0,7,4,1,25
57193,2,0;1,0,7,4,1,26
57194,2,0;1,0,7,4,1,27
57195,2,0;1,0,7,4,1,28
57196,2,0;1,0,7,4,1,29
57197,2,0;1,0,7,4,1,30
57198,2,0;1,0,7,4,1,31
57199,2,0;1,0,7,4,1,32
57200,2,0;1,0,7,4,1,33
57201,2,0;1,0,7,4,1,34
57202,2,0;1,0,7,4,1,35
57203,2,0;1,0,7,4,1,36
57204,2,0;1,0,7,4,1,37
57205,2,0;1,0,7,4,1,38
57206,2,0;1,0,7,4,1,39
57207,2,0;1,0,7,4,1,40
57208,2,0;1,0,7,4,1,41
57209,2,0;1,0,7,4,1,42
57210,2,0;1,0,7,4,1,43
57211,2,0;1,0,7,4,1,44
57212,2,0;1,0,7,4,1,45
57213,2,0;1,0,7,4,1,46
57214,2,0;1,0,7,4,1,47
57215,2,0;1,0,7,4,1,48
57216,2,0;1,0,7,4,1,49
57217,2,0;1,0,7,4,1,50
57218,2,0;1,0,7,4,1,51
57219,2,0;1,0,7,4,1,52
57220,2,0;1,0,7,4,1,53
57221,2,0;1,0,7,4,1,54
57222,2,0;1,0,7,4,1,55
